path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135
5 (10).jpg,0.0001855218855219408,0.13160392957247438,9.076432858670382,715816960.9999311,5592321.000000729,0.0001855218855219408,0.78349554910034,0.00015812058182497967,0.10977571397583807,9.148073552414447,715816961.0000768,5592320.999999575,0.00015812058182497967,0.6925814833778376,0.00017745638200189216,0.12852508986144462,9.079398678719159,715816960.9999331,5592321.000000753,0.00017745638200189216,0.7678210200096943,0.000160775183731976,0.11241613916313423,9.14314719203043,715816961.0000756,5592320.999999545,0.000160775183731976,0.6857991449955542
5 (11).jpg,0.0010418298556974684,0.3022995020321072,8.977930079061082,715816961.0000144,5592321.000000123,0.0010418298556974684,0.8569369258462621,0.0007160339999995099,0.2558355294144876,9.162292640507115,715816961.0003475,5592321.000000763,0.0007160339999995099,0.8121339271173599,0.0009427479325721457,0.29375517357244096,8.98981576926481,715816960.9999053,5592321.000000724,0.0009427479325721457,0.8810951940147831,0.0007180379999995137,0.25612721179072623,9.158007146104241,715816961.0003448,5592321.000000741,0.0007180379999995137,0.8180889407924448
5 (12).jpg,0.0001379568609851349,0.15281430334716753,9.52309827070581,419596801.00001895,3746400.9999997653,0.0001379568609851349,0.822839317292297,0.00010900624540139344,0.13081577235710135,9.65436358666616,419596800.9999348,3746401.000000792,0.00010900624540139344,0.7639688983536967,0.00015470679012345547,0.16774209986244026,9.371091003245581,419596801.00001556,3746400.999999843,0.00015470679012345547,0.886717316321497,0.00011276036985016982,0.1338890856205789,9.63655943905206,419596800.9999418,3746401.000000757,0.00011276036985016982,0.7726531763262341
5 (13).jpg,0.0018331845932724321,0.33176972556884615,8.515956128402099,715816961.0002048,5592321.000001653,0.0018331845932724321,0.7865774488577022,0.001210267863625711,0.2863757428099144,8.670929781704004,715816960.9996876,5592321.000001066,0.001210267863625711,0.7514176115748107,0.001656122471731171,0.32804392761598344,8.471718005278793,715816961.0001603,5592320.999998557,0.001656122471731171,0.8541841041041716,0.001166322298115512,0.2824596958469069,8.693641104193672,715816960.9996846,5592321.000001061,0.001166322298115512,0.7401982793577698
5 (14).jpg,0.0008938586545730827,0.23082286977956074,9.175902397402005,715816960.9998081,5592320.999998949,0.0008938586545730827,0.9207147812422938,0.0006432737821545606,0.18893601269312532,9.384612624633176,715816960.9999113,5592321.000002878,0.0006432737821545606,0.8593668645351826,0.000938711537856044,0.2406680358620386,9.183857799061084,715816960.9997972,5592320.999998926,0.000938711537856044,0.9073667231952354,0.0006268946938794734,0.1879200080136914,9.39566977301969,715816960.9999201,5592321.000002869,0.0006268946938794734,0.8527190705743636
5 (15).jpg,0.0007727815677483669,0.18354734827468544,9.382919754191372,715816960.9999796,5592320.999999311,0.0007727815677483669,0.8586848557018254,0.0006158099847703234,0.14815406208896983,9.623691456914612,715816960.9998434,5592321.000000334,0.0006158099847703234,0.7457103588829532,0.0007241934888289523,0.1654850961903924,9.503414229404429,715816961.0000888,5592320.999999956,0.0007241934888289523,0.8201307653545216,0.0006143163085703045,0.15582381090709832,9.544354142242327,715816960.9998599,5592321.000000302,0.0006143163085703045,0.7969794295049466
5 (2).jpg,9.878073665951946e-05,0.06837440228769558,9.408320394849454,715816960.999949,5592321.000000414,9.878073665951946e-05,0.4793086221734862,9.919362459145997e-05,0.06747181276748655,9.409450433484704,715816961.0001199,5592320.99999874,9.919362459145997e-05,0.4104587166091105,0.0001049025609631618,0.07711795845894931,9.364978324401614,715816960.9999524,5592321.000000423,0.0001049025609631618,0.5704598790350487,9.914157357367586e-05,0.0661243061572331,9.411688441824259,715816961.00012,5592320.9999987455,9.914157357367586e-05,0.41968680817675336
5 (4).jpg,0.0001274002652790506,0.11051966497686419,9.201496624913212,516998120.9999817,4381341.000000935,0.0001274002652790506,0.7183686983559893,0.00011609459006600194,0.0983468727056163,9.254764288184791,516998121.0000903,4381340.999999909,0.00011609459006600194,0.6460832306616004,0.00013318538924599478,0.12171459081201924,9.131724545401932,516998120.9999822,4381341.000000851,0.00013318538924599478,0.7922874865178752,0.00011805170833468928,0.09784504145906163,9.243586983643713,516998121.0000875,4381340.999999883,0.00011805170833468928,0.6447060121291562
5 (6).jpg,9.591878379755606e-05,0.08040258978767012,9.400254032803398,651031250.9999312,5208251.000001018,9.591878379755606e-05,0.591905613115517,9.218235249590338e-05,0.07280189641597888,9.433834052649175,651031251.0000981,5208250.999999669,9.218235249590338e-05,0.48536044996117583,9.558208346085598e-05,0.08140137151925073,9.402903223749973,651031250.99994,5208251.000001047,9.558208346085598e-05,0.592307567616487,9.392606159167648e-05,0.07538854546130377,9.411049934681683,651031251.000096,5208250.9999996945,9.392606159167648e-05,0.5436407458897851
5 (7).jpg,9.491378430771386e-05,0.07979252005918694,9.401566080387248,693708290.9999384,5462271.000001055,9.491378430771386e-05,0.58126863325407,9.204181474789196e-05,0.07319820239092996,9.428995166028157,693708291.0001123,5462270.999999613,9.204181474789196e-05,0.46256669309211346,0.00010021936537087194,0.0861565767957686,9.357237038825106,693708290.9999468,5462271.000000982,0.00010021936537087194,0.6612002111705846,9.283819531999189e-05,0.07428989281406151,9.416561314655912,693708291.0001124,5462270.999999632,9.283819531999189e-05,0.4962097235701065
3 (1).jpg,0.00019216406489133554,0.10294646578660467,8.94880210455206,715816960.9999948,5592320.999999974,0.00019216406489133554,0.7232869439101336,0.00019980824196840608,0.10185913110486905,9.066133676437042,715816961.0000817,5592320.999999246,0.00019980824196840608,0.6273825415905718,0.00019143454749515114,0.09809687050130057,8.95557973042688,715816960.9999934,5592320.999999981,0.00019143454749515114,0.722074653455411,0.00018882547721592722,0.09788983580443629,9.063465040668062,715816961.0000813,5592320.999999251,0.00018882547721592722,0.6263723892756567
3 (10).jpg,0.00018127914867222396,0.12877570109923225,9.488693644341016,715816960.9999357,5592321.000003407,0.00018127914867222396,0.7494038223847029,0.0001603385021561944,0.12618214597531516,9.568135555122106,715816961.00018,5592320.999998037,0.0001603385021561944,0.6264925413246272,0.00017520978518399284,0.12766455090666848,9.498156582219861,715816960.9999164,5592321.000001226,0.00017520978518399284,0.7401714792179763,0.00015926484171763992,0.12641047727761273,9.571772355963306,715816961.0001801,5592320.999998076,0.00015926484171763992,0.6270699496951987
3 (11).jpg,0.0002971694723615149,0.1511140241411407,9.039499051514014,715816960.9998139,5592320.999998903,0.0002971694723615149,0.8667937134894665,0.00024487635061955026,0.12495630900045762,9.187387271640171,715816961.0000792,5592321.000000612,0.00024487635061955026,0.7642173714352778,0.00028897124841300285,0.14422536320809978,9.053933889463256,715816960.9998461,5592320.999999371,0.00028897124841300285,0.8636602348443614,0.0002419222650681158,0.1251595674672601,9.197356383390108,715816961.0000795,5592321.000000571,0.0002419222650681158,0.7540830891353153
3 (12).jpg,0.00025457926084042825,0.16365993294591383,9.06106061891451,715816961.0001928,5592320.999998871,0.00025457926084042825,0.8789193717655335,0.00020175026790333138,0.1294978904694643,9.238626680574878,715816961.000183,5592321.000000767,0.00020175026790333138,0.7828625208007787,0.0002412334751386613,0.15334228929829202,9.079804748749075,715816960.9999764,5592321.000001301,0.0002412334751386613,0.8781136503148497,0.00020318194448719302,0.13150503901361962,9.235851164468118,715816961.0001833,5592321.000000766,0.00020318194448719302,0.786691103935775
3 (13).jpg,0.0003658312725642541,0.13834609475973522,8.94265469406097,693708291.0002403,5462270.999999658,0.0003658312725642541,0.7866731476127835,0.0003115242437932947,0.12999509639829607,9.080425743190803,693708291.000143,5462271.000001453,0.0003115242437932947,0.6648645520719044,0.0003741620825357525,0.1379844642826729,8.94851944166049,693708291.0000145,5462271.0000011865,0.0003741620825357525,0.780943364199979,0.000317820438271845,0.1302272916931042,9.079479716808203,693708291.0001421,5462271.000001441,0.000317820438271845,0.6642118686804236
3 (2).jpg,0.0004673451688603255,0.1910872669387947,8.364563825916667,715816960.9999892,5592320.999999992,0.0004673451688603255,0.7978030729395342,0.00039823192686380053,0.18975861336034916,8.49831790670715,715816961.0000641,5592320.999999299,0.00039823192686380053,0.6959480201612723,0.0004769309254157799,0.18604073372304916,8.36259065877963,715816960.9999889,5592320.99999996,0.0004769309254157799,0.7972576333249646,0.0003943749464459862,0.1862929609416498,8.512516936669709,715816961.0000652,5592320.99999928,0.0003943749464459862,0.6873970545537197
3 (4).jpg,0.0029816753392510986,0.20397104082510767,7.209691460373032,715816961.0000002,5592320.99999998,0.0029816753392510986,0.4552739969084317,0.0026725282775222022,0.19257001411010327,7.283180452280926,715816961.0000544,5592320.999999757,0.0026725282775222022,0.32223114814474435,0.0031438322620140832,0.2051087145556379,7.1820670005374705,715816960.9999979,5592321.000000007,0.0031438322620140832,0.5255279257044525,0.0025852283104944402,0.19413109729376582,7.279757706995281,715816961.0000514,5592320.999999759,0.0025852283104944402,0.3041231162175274
3 (5).jpg,0.00014924497500254253,0.10548588762378582,9.094869073320035,715816960.9999894,5592321.000000005,0.00014924497500254253,0.7888859610018388,0.00013953836847603604,0.09548059853981625,9.161474668683974,715816961.0000907,5592320.999999253,0.00013953836847603604,0.6616126428829567,0.00014411284562798854,0.09910694063529502,9.122989869593033,715816960.999989,5592320.99999999,0.00014411284562798854,0.7624532863762497,0.00013719607267574614,0.0972767707597029,9.168439477625778,715816961.0000905,5592320.999999275,0.00013719607267574614,0.6576885781166545
3 (7).jpg,0.00017554841342720602,0.08742588466829085,9.030464470175941,581120892.9999435,4782889.0000009695,0.00017554841342720602,0.4425354527947682,0.00016451244680892947,0.09312795286370883,9.076042721953437,581120893.0000812,4782888.999999689,0.00016451244680892947,0.37836175269576244,0.00017626262626263225,0.09095653575763729,9.027867941682777,581120892.999942,4782889.000000953,0.00017626262626263225,0.45445921396072625,0.0001648247529156352,0.0920467047548923,9.073578258524385,581120893.0000823,4782888.999999701,0.0001648247529156352,0.3795710014008211
3 (8).jpg,0.00013601673298643748,0.0828991100812176,9.096986253636215,376413843.0000167,3453339.0000006813,0.00013601673298643748,0.2866480329820366,0.00012814440068306167,0.07468863158423433,9.133696861377429,376413843.00005776,3453339.0000001313,0.00012814440068306167,0.185382047691799,0.0001323946536067808,0.08229412460426268,9.117385527677053,376413843.0000174,3453339.0000007097,0.0001323946536067808,0.2991586541154695,0.00012839945067020476,0.07423717302633083,9.133195275555035,376413843.0000566,3453339.0000001406,0.00012839945067020476,0.1836214823716452
3 (9).jpg,0.0008645291296806385,0.4165491902784526,7.916373959847718,672115752.9999846,5334253.0000003595,0.0008645291296806385,0.9881620138893377,0.0004002306859467205,0.2597086797022449,8.442811452878665,672115753.0000589,5334252.999999809,0.0004002306859467205,0.9515827063480009,0.0004337771655953513,0.26707499175867294,8.384358583860255,672115752.9999802,5334253.0000004,0.0004337771655953513,0.9540777558102891,0.000389070947733775,0.25496141572056,8.457085436493045,672115753.0000583,5334252.999999804,0.000389070947733775,0.9493304192117672
1 (1).jpg,8.814406693192408e-05,0.07766158423176174,9.488773844602381,715816960.9999361,5592321.000000507,8.814406693192408e-05,0.6336127301838228,7.754560629497533e-05,0.05488998421011076,9.580994901779286,715816961.0001037,5592320.99999913,7.754560629497533e-05,0.24228579263433683,7.979797979795613e-05,0.056662237980047186,9.561977177871752,715816960.9999344,5592321.000000521,7.979797979795613e-05,0.3575337228756812,8.00648755557304e-05,0.0635332804524354,9.556276252386738,715816961.0001013,5592320.999999142,8.00648755557304e-05,0.3812314399541303
1 (10).jpg,9.763289460257499e-05,0.09019144802114573,9.40222326128958,715816960.9999245,5592321.0000008065,9.763289460257499e-05,0.6816084189408631,8.210527545287168e-05,0.06453332001058967,9.525641632789833,715816961.0001051,5592320.999999369,8.210527545287168e-05,0.3295317928732232,8.289970411180443e-05,0.060286177232284605,9.518343143864225,715816960.9999152,5592321.000000902,8.289970411180443e-05,0.37747009371154283,8.267263154671816e-05,0.06562209008518946,9.52396598570556,715816961.0001055,5592320.999999338,8.267263154671816e-05,0.3536986809467292
1 (12).jpg,0.00012796143250687697,0.0987506059678117,9.19887838669475,630446752.9999411,5084249.000000875,0.00012796143250687697,0.8004910187286924,0.00012437590699547374,0.09987899065030939,9.225325910338425,630446753.0000823,5084248.999999709,0.00012437590699547374,0.7565704703576734,0.00016597796143250377,0.1486826585787366,8.9964104857995,630446752.9999542,5084249.000000717,0.00016597796143250377,0.9055146238917525,0.00012517228756757354,0.09933281334040082,9.216622913461217,630446753.00008,5084248.999999711,0.00012517228756757354,0.7681944722330093
1 (13).jpg,0.0001366758393172357,0.1522216654630917,9.701170875644388,715816960.999729,5592320.999998405,0.0001366758393172357,0.8465477013001037,9.064990150487057e-05,0.10958348750927248,10.020634435797584,715816960.9999518,5592321.000004078,9.064990150487057e-05,0.6071866808230367,0.00010431350781045353,0.11803016809534164,9.928183793264047,715816960.9996834,5592320.999998174,0.00010431350781045353,0.7159523728171618,9.979163046332772e-05,0.12037135820722045,9.936080876716527,715816960.9999571,5592321.000003797,9.979163046332772e-05,0.6901650768707106
1 (2).jpg,0.0001121161106009445,0.09577619694784524,9.333764347490451,715816960.99996,5592321.000000377,0.0001121161106009445,0.5738206343321506,9.243219738126049e-05,0.06943262820456587,9.468091444630433,715816961.0001117,5592320.99999901,9.243219738126049e-05,0.15860242569189886,9.826038159369697e-05,0.06250625504568821,9.418033892714545,715816960.9999679,5592321.000000396,9.826038159369697e-05,0.25293635521367974,9.238014636347586e-05,0.07232737805405638,9.46425992342008,715816961.000111,5592320.999999004,9.238014636347586e-05,0.22838932174989593
1 (3).jpg,0.000186669727578877,0.09459778784598208,9.027991085250113,466392851.00000095,4055591.000000676,0.000186669727578877,0.42863937363693255,0.00019827794204553952,0.09944198006575135,9.027339357243186,466392851.00005656,4055590.9999999395,0.00019827794204553952,0.4027966546267371,0.00022623711866141233,0.12682149384671756,8.894313033149615,466392850.9999978,4055591.000000636,0.00022623711866141233,0.667977048115996,0.0001897103445182496,0.10082496685096955,9.033748864215209,466392851.0000573,4055590.9999999497,0.0001897103445182496,0.36937503427047774
1 (4).jpg,0.0011771626217856293,0.22947063195887626,8.581621855352838,715816961.0000283,5592320.999999552,0.0011771626217856293,0.8318625280764482,0.0008494698805037197,0.17887124776185714,8.89847939860251,715816960.9998174,5592321.000000988,0.0008494698805037197,0.6139911190787148,0.0009459739062138133,0.1796969947977347,8.76056798166275,715816961.0001203,5592320.999999998,0.0009459739062138133,0.7061211928249348,0.0008939435917350359,0.18651999884514822,8.854458683243665,715816960.9998055,5592321.000000984,0.0008939435917350359,0.6633405155701608
1 (5).jpg,0.00013182838485868663,0.11310797870939349,9.131781191972337,715816960.9999534,5592321.000000659,0.00013182838485868663,0.7610479184380732,0.00011069169442000147,0.08524145270467476,9.275820055003852,715816961.0001171,5592320.999999143,0.00011069169442000147,0.48022093104723856,0.0001102846648301122,0.07952969873251074,9.279788697611334,715816960.999941,5592321.000000653,0.0001102846648301122,0.5023794971441019,0.00010604874363364567,0.07936190150414192,9.313473676915528,715816961.0001175,5592320.999999067,0.00010604874363364567,0.41631187617075127
1 (6).jpg,0.0001121161106009445,0.09577619694784524,9.333764347490451,715816960.99996,5592321.000000377,0.0001121161106009445,0.5738206343321506,9.243219738126049e-05,0.06943262820456587,9.468091444630433,715816961.0001117,5592320.99999901,9.243219738126049e-05,0.15860242569189886,9.826038159369697e-05,0.06250625504568821,9.418033892714545,715816960.9999679,5592321.000000396,9.826038159369697e-05,0.25293635521367974,9.238014636347586e-05,0.07232737805405638,9.46425992342008,715816961.000111,5592320.999999004,9.238014636347586e-05,0.22838932174989593
1 (8).jpg,0.0011771626217856293,0.22947063195887626,8.581621855352838,715816961.0000283,5592320.999999552,0.0011771626217856293,0.8318625280764482,0.0008494698805037197,0.17887124776185714,8.89847939860251,715816960.9998174,5592321.000000988,0.0008494698805037197,0.6139911190787148,0.0009459739062138133,0.1796969947977347,8.76056798166275,715816961.0001203,5592320.999999998,0.0009459739062138133,0.7061211928249348,0.0008939435917350359,0.18651999884514822,8.854458683243665,715816960.9998055,5592321.000000984,0.0008939435917350359,0.6633405155701608
2 (1).jpg,0.00012928272625241903,0.08615395527787593,9.244746141001167,715816960.999991,5592320.999999901,0.00012928272625241903,0.6216396065040257,0.00012260617239082008,0.0820827669489345,9.27663317661883,715816961.0001025,5592320.999998947,0.00012260617239082008,0.5249259899750929,0.00017806346291193923,0.1282329883780206,9.030228483531058,715816960.9999646,5592321.0000001835,0.00017806346291193923,0.8297511211838848,0.00012561472121875106,0.08282557419407906,9.266477709190363,715816961.000101,5592320.999999015,0.00012561472121875106,0.5475543587958146
2 (10).jpg,0.0007252178996598424,0.18026052072673351,8.950761077379973,715816960.9997131,5592320.999998333,0.0007252178996598424,0.7521130001004829,0.0006088690179827383,0.15347814175164895,9.070234364854384,715816960.9999499,5592321.000003016,0.0006088690179827383,0.6583160958018446,0.0017335522171831107,0.28778460593603267,8.63144489319889,715816960.9997534,5592320.99999851,0.0017335522171831107,0.8709808725788605,0.0006480022352569137,0.1577656874865791,9.060553702429116,715816960.9999537,5592321.00000298,0.0006480022352569137,0.6565380818472589
2 (11).jpg,0.0002616792555231871,0.09673210300285869,9.562251749019099,715816961.0002,5592320.99999812,0.0002616792555231871,0.4700956987784596,0.0002618211621189212,0.09681172291190168,9.637656177246681,715816960.9996338,5592321.000001368,0.0002618211621189212,0.39136944684780955,0.0004392381096521515,0.14887528373595402,9.207058565482292,715816961.0001962,5592321.000001559,0.0004392381096521515,0.8499380826246404,0.00027956184420188543,0.10043009105954423,9.603841115414431,715816960.9996388,5592321.000001395,0.00027956184420188543,0.46361062828437166
2 (2).jpg,0.0007032445668809268,0.1008112155985511,8.375738626913371,715816961.0000004,5592320.999999892,0.0007032445668809268,0.12401577643700043,0.0007588049423607193,0.09849126637856817,8.408963273841055,715816961.0000814,5592320.99999918,0.0007588049423607193,0.014231364672595764,0.0016122589531680372,0.1589805976756917,8.154391264370604,715816960.9999917,5592320.999999943,0.0016122589531680372,0.6037438992996098,0.0009646667176974742,0.1134248579765795,8.355723293035403,715816961.0000815,5592320.999999159,0.0009646667176974742,0.2208451992381763
2 (3).jpg,0.00011146821752880586,0.06566335264896361,9.400302395444816,682848012.9999162,5398009.000001032,0.00011146821752880586,0.3562026583875689,0.00012562513142225722,0.0733741342176007,9.388345754721072,682848013.0000954,5398008.9999994645,0.00012562513142225722,0.3837176291331963,0.00017398734822980799,0.09502285873055444,9.20307545531637,682848012.999928,5398009.000000931,0.00017398734822980799,0.716155988737302,0.00011602692374284978,0.06376841172104099,9.41625465165498,682848013.0000958,5398008.9999994505,0.00011602692374284978,0.23460675718597676
2 (5).jpg,0.0004946689113355462,0.09943834968890514,8.566226601571413,715816960.9999568,5592321.000000336,0.0004946689113355462,0.34677149839706795,0.000487926240709583,0.09993056673288828,8.61167220923691,715816961.0000526,5592320.999999626,0.000487926240709583,0.2894661391328588,0.0009357973676158596,0.1755176549273316,8.26930698677813,715816960.9999552,5592321.000000363,0.0009357973676158596,0.8213594573671252,0.0005152738454534372,0.1047315723611066,8.591946241282969,715816961.0000521,5592320.999999635,0.0005152738454534372,0.34990327283263684
2 (6).jpg,0.00011909499030710473,0.10276934772607595,9.307671731511476,715816960.9999592,5592321.000000399,0.00011909499030710473,0.5485105387479019,0.00010889072920464515,0.08340778382394595,9.361335525847743,715816961.0001082,5592320.999999123,0.00010889072920464515,0.41767016874675045,0.0001313029282726254,0.12167952802314679,9.219151641521144,715816960.9999516,5592321.0000005625,0.0001313029282726254,0.7619218622319824,0.00011084264237155574,0.09141259819944848,9.349083214915257,715816961.0001047,5592320.999999154,0.00011084264237155574,0.47351267755868737
2 (7).jpg,0.00026673063240947094,0.15754227701072496,9.366822206034746,715816961.0000314,5592320.999998653,0.00026673063240947094,0.8596142361637832,0.0002239047665621235,0.13498384651080642,9.435862434708566,715816961.000155,5592320.999999594,0.0002239047665621235,0.8410482152210458,0.0003542645973614195,0.20331765708609037,9.068497118379181,715816960.9999616,5592321.0000008,0.0003542645973614195,0.9483954161883111,0.00022220736306650772,0.13144180788660895,9.470689083284528,715816961.0001453,5592320.99999969,0.00022220736306650772,0.816954381742088
2 (8).jpg,0.00011799209305389704,0.12999827273201742,9.657308431019002,715816960.9998202,5592321.000001521,0.00011799209305389704,0.757408474953499,0.00010843019823399892,0.1210436227199119,9.729303328691184,715816961.0000159,5592321.000001624,0.00010843019823399892,0.6840260885340135,0.00018227696304001263,0.18635864647354775,9.283396791028343,715816960.9998225,5592321.000000653,0.00018227696304001263,0.9074405406749341,0.00011266413758900869,0.1228953454334892,9.7029236938106,715816961.0000159,5592321.000001591,0.00011266413758900869,0.7195984308436709
2 (9).jpg,8.551757044931113e-05,0.10191931273147577,9.781070273511588,516998121.0000069,4381340.9999992605,8.551757044931113e-05,0.7331367321475581,7.661338470659974e-05,0.08954514491165831,9.862404693591806,516998120.9998593,4381341.000000064,7.661338470659974e-05,0.6521909217483682,0.00013423898778544823,0.149618378262421,9.39123996636181,516998121.00002444,4381340.999999827,0.00013423898778544823,0.9116137371271242,8.253340113318628e-05,0.09260024211694519,9.798813284804224,516998120.9998699,4381341.000000076,8.253340113318628e-05,0.7205175099557837
